"bssid","avg"
"00:0c:e6:00:21:00","-82.8"
"00:0c:e6:00:28:00","-83.4"
"00:0c:e6:00:29:00","-77"
"00:0c:e6:00:2d:00","-55"
"00:0c:e6:00:2d:40","-66.8"
"00:0c:e6:00:2e:00","-72.8"
"00:0c:e6:00:2e:40","-82.7"
"00:0c:e6:00:2f:00","-78.9"
"00:0c:e6:00:30:00","-71.3"
"00:0c:e6:00:30:40","-88.8"
"00:0c:e6:00:31:00","-84"
"00:0c:e6:00:35:00","-73.5"
"00:0c:e6:00:38:00","-81"
"00:0c:e6:00:3b:00","-69.2"
"00:0c:e6:00:3b:40","-89.1"
"00:0c:e6:00:3c:00","-79.7"
